force_x_N,force_y_N,force_z_N,vibration_x_g,vibration_y_g,vibration_z_g,ae_rms_V
-1.83,3.275,1.714,0.134,0.117,0.127,-0
-1.729,3.174,1.667,0.141,0.126,0.126,-0
-1.632,3.049,1.619,-0.053,-0.059,-0.057,-0
-1.502,2.886,1.566,0.101,0.097,0.094,-0
-1.314,2.69,1.509,0.154,0.148,0.148,-0
-1.124,2.434,1.443,-0.095,-0.093,-0.094,-0
-0.955,2.193,1.378,0.035,0.043,0.037,-0
-0.793,2.009,1.294,0.155,0.165,0.16,-0
-0.63,1.847,1.241,-0.082,-0.07,-0.076,-0
-0.519,1.697,1.143,0.046,0.05,0.047,-0
-0.355,1.523,1.066,0.201,0.2,0.198,-0
-0.238,1.336,0.996,-0.071,-0.079,-0.07,-0.001
-0.142,1.23,0.939,0.064,0.049,0.062,-0
-0.025,1.172,0.942,0.228,0.211,0.221,-0.001
0.067,1.12,0.897,-0.037,-0.048,-0.043,-0
0.149,1.093,0.89,0.067,0.065,0.066,-0
0.199,0.929,0.828,0.108,0.122,0.117,-0.001
0.254,0.788,0.794,0.007,0.02,0.015,-0.001
0.271,0.686,0.765,-0.017,-0.01,-0.015,-0.001
0.281,0.686,0.734,0.082,0.092,0.093,-0.001
0.269,0.71,0.706,0.063,0.077,0.077,-0.001
0.259,0.695,0.69,-0.068,-0.059,-0.058,-0.001
0.248,0.634,0.648,0.098,0.111,0.112,-0.001
0.232,0.621,0.646,0.108,0.126,0.121,-0.001
0.233,0.677,0.636,-0.088,-0.074,-0.079,-0.001
0.233,0.781,0.659,0.142,0.149,0.149,-0.001
0.249,0.821,0.706,0.149,0.158,0.156,-0.001
0.285,0.815,0.757,-0.097,-0.095,-0.097,-0.001
0.344,0.768,0.785,0.125,0.125,0.127,-0.001
0.402,0.744,0.869,0.159,0.162,0.168,-0.001
0.491,0.701,0.95,-0.128,-0.118,-0.117,-0.001
0.554,0.631,1.009,0.088,0.101,0.101,-0.001
0.63,0.577,1.117,0.11,0.132,0.126,-0.001
0.701,0.527,1.19,-0.124,-0.097,-0.096,-0.001
0.744,0.486,1.244,0.062,0.079,0.087,-0.001
0.786,0.432,1.291,0.115,0.121,0.125,-0.001
0.792,0.343,1.327,-0.088,-0.076,-0.077,-0.001
0.808,0.27,1.389,0.088,0.103,0.104,-0.001
0.856,0.24,1.425,0.096,0.11,0.106,-0.001
0.928,0.209,1.469,0.032,0.044,0.038,-0.001
0.984,0.196,1.503,-0.004,0.009,0.009,-0.001
1.061,0.139,1.561,0.108,0.122,0.122,-0.001
1.158,0.072,1.617,0.05,0.067,0.066,-0.001
1.27,-0.018,1.684,-0.08,-0.071,-0.066,-0.001
1.346,-0.135,1.76,0.134,0.144,0.151,-0.001
1.411,-0.183,1.806,0.052,0.058,0.07,-0.001
1.428,-0.214,1.883,-0.139,-0.137,-0.114,-0.001
1.43,-0.303,1.875,0.158,0.161,0.185,-0.001
1.398,-0.339,1.892,0.031,0.042,0.057,-0.001
1.341,-0.401,1.857,-0.092,-0.092,-0.076,-0.001
1.308,-0.382,1.896,0.152,0.155,0.167,-0.001
1.289,-0.334,1.907,0.026,0.037,0.047,-0.001
1.245,-0.351,1.872,-0.07,-0.064,-0.057,-0.001
1.227,-0.379,1.851,0.117,0.114,0.131,-0.001
1.259,-0.418,1.788,0.074,0.084,0.095,-0.001
1.28,-0.453,1.737,-0.037,-0.026,-0.018,-0.001
1.325,-0.476,1.67,0.002,0.009,0.022,-0.002
1.383,-0.493,1.623,-0.009,0.001,0.017,-0.001
1.455,-0.5,1.56,-0.004,0.014,0.023,-0.001
1.517,-0.458,1.489,0.031,0.039,0.06,-0.001
1.555,-0.357,1.404,0.081,0.082,0.114,-0.002
1.592,-0.241,1.324,0.076,0.079,0.106,-0.001
1.607,-0.138,1.251,0.058,0.051,0.078,-0.002
1.619,-0.04,1.184,0.131,0.12,0.15,-0.002
1.631,0.113,1.134,0.035,0.036,0.055,-0.001
1.661,0.274,1.077,0.097,0.102,0.116,-0.001
1.675,0.438,1.001,0.024,0.024,0.043,-0.001
1.749,0.588,0.936,0.064,0.074,0.089,-0.002
1.793,0.659,0.832,0.002,0.02,0.033,-0.002
1.928,0.805,0.755,-0.034,-0.027,-0.006,-0.002
2.03,0.861,0.659,0.127,0.134,0.153,-0.002
2.127,0.908,0.555,-0.01,-0.001,0.014,-0.002
2.223,0.919,0.452,0.017,0.025,0.038,-0.001
2.299,0.932,0.324,0.097,0.101,0.12,-0.002
2.409,0.975,0.201,0.036,0.045,0.065,-0.002
2.518,1.063,0.09,0.047,0.059,0.077,-0.002
2.607,1.134,-0.03,0.112,0.118,0.131,-0.002
2.679,1.209,-0.124,0.023,0.04,0.048,-0.001
2.789,1.213,-0.198,0.039,0.071,0.067,-0.002
2.872,1.206,-0.239,0.063,0.105,0.089,-0.002
2.981,1.249,-0.245,0.007,0.046,0.034,-0.002
3.062,1.313,-0.264,0.044,0.074,0.078,-0.002
3.139,1.381,-0.297,0.073,0.081,0.1,-0.001
3.227,1.416,-0.298,0.065,0.056,0.084,-0.001
3.271,1.483,-0.304,0.053,0.029,0.067,-0.001
3.281,1.499,-0.328,0.048,0.031,0.06,-0.001
3.334,1.528,-0.321,0.019,0.009,0.026,-0.001
3.315,1.483,-0.37,-0.027,-0.024,-0.025,-0.001
3.271,1.366,-0.403,0.167,0.176,0.174,-0.001
3.242,1.206,-0.436,0.075,0.087,0.089,-0.001
3.222,1.034,-0.474,0.023,0.027,0.03,-0.001
3.194,0.855,-0.466,0.059,0.06,0.071,-0.001
3.176,0.801,-0.442,0.047,0.047,0.063,-0.001
3.109,0.843,-0.426,0.007,0.019,0.024,-0.001
3.022,0.956,-0.406,0.073,0.077,0.089,-0.001
2.915,1.059,-0.36,0.042,0.065,0.07,-0
2.768,1.202,-0.313,0.044,0.082,0.08,-0
2.622,1.415,-0.276,0.061,0.085,0.094,-0
2.524,1.686,-0.249,0.116,0.107,0.128,-0
2.422,1.916,-0.27,0.074,0.045,0.069,-0
2.361,2.136,-0.249,0.091,0.059,0.084,-0
2.323,2.283,-0.241,0.097,0.068,0.084,0
2.303,2.456,-0.234,0.083,0.063,0.073,0
2.257,2.57,-0.201,0.042,0.044,0.043,0
2.221,2.714,-0.109,0.058,0.081,0.071,0
2.161,2.81,-0.051,-0.01,0.022,0.014,0
2.153,2.866,0.073,0.076,0.113,0.109,0
2.107,2.806,0.173,-0.003,0.02,0.021,0
2.064,2.719,0.315,0.075,0.085,0.091,0.001
2.017,2.669,0.431,0.075,0.084,0.099,0
1.974,2.681,0.582,0.032,0.038,0.053,0.001
1.906,2.62,0.686,0.076,0.059,0.084,0
1.87,2.524,0.737,0.036,0.012,0.033,0.001
1.829,2.464,0.825,0.055,0.035,0.042,0.001
1.815,2.543,0.887,0.107,0.091,0.101,0.001
1.858,2.659,0.961,-0.063,-0.082,-0.061,0.001
1.887,2.733,1.047,0.095,0.077,0.091,0.001
1.936,2.762,1.12,0,-0.002,0.01,0.001
1.956,2.751,1.208,-0.089,-0.071,-0.058,0.001
1.948,2.707,1.269,0.146,0.171,0.174,0.001
1.879,2.585,1.353,-0.043,-0.022,-0.018,0.001
1.814,2.483,1.428,-0.019,-0.001,0.006,0.001
1.713,2.35,1.477,0.181,0.189,0.196,0.001
1.58,2.29,1.51,-0.087,-0.09,-0.071,0.001
1.471,2.236,1.543,0.115,0.093,0.116,0.001
1.425,2.225,1.57,0.154,0.116,0.14,0.001
1.427,2.355,1.67,-0.029,-0.069,-0.046,0.001
1.437,2.461,1.677,0.129,0.099,0.117,0.001
1.481,2.546,1.713,0.02,-0.004,0.016,0.001
1.521,2.56,1.801,0.001,-0.013,0.007,0.001
1.559,2.57,1.879,0.068,0.055,0.076,0.001
1.596,2.53,1.951,-0.05,-0.048,-0.025,0.001
1.594,2.422,1.986,0.019,0.034,0.06,0.001
1.545,2.272,1.985,-0.009,0,0.019,0.001
1.45,2.064,1.955,-0.048,-0.048,-0.027,0.002
1.334,1.93,1.87,0.151,0.145,0.167,0.001
1.15,1.881,1.783,-0.029,-0.042,-0.028,0.001
0.964,1.841,1.667,0.045,0.029,0.043,0.001
0.828,1.831,1.532,0.145,0.127,0.14,0.001
0.75,1.829,1.387,-0.071,-0.089,-0.082,0.002
0.727,1.871,1.201,0.122,0.107,0.119,0.002
0.796,1.902,1.066,0.091,0.079,0.092,0.001
0.917,1.921,0.968,-0.061,-0.071,-0.057,0.002
1.051,1.893,0.91,0.096,0.088,0.108,0.001
1.142,1.834,0.856,0,-0.001,0.014,0.001
1.238,1.75,0.776,-0.022,-0.017,0.001,0.002
1.271,1.652,0.732,0.047,0.053,0.086,0.002
1.233,1.565,0.681,0.032,0.027,0.056,0.002
1.165,1.484,0.622,-0.002,-0.015,0.004,0.002
1.049,1.491,0.519,0.074,0.062,0.078,0.002
0.958,1.573,0.451,0.003,-0.01,-0.003,0.002
0.896,1.625,0.352,0.124,0.112,0.114,0.002
0.854,1.698,0.272,-0.016,-0.025,-0.021,0.002
0.826,1.692,0.178,0.079,0.076,0.074,0.002
0.86,1.667,0.075,0.063,0.076,0.069,0.002
0.938,1.598,0.038,-0.097,-0.075,-0.08,0.002
1.02,1.454,-0.023,0.112,0.124,0.117,0.002
1.11,1.294,-0.074,0.023,0.034,0.035,0.002
1.182,1.214,-0.097,-0.057,-0.051,-0.037,0.002
1.218,1.105,-0.128,0.127,0.134,0.149,0.001
1.183,0.995,-0.164,-0.033,-0.03,-0.012,0.002
1.055,0.871,-0.208,0.035,0.036,0.051,0.002
0.944,0.885,-0.217,0.098,0.091,0.098,0.002
0.759,0.899,-0.246,0.022,0.014,0.016,0.002
0.524,0.962,-0.28,0.066,0.065,0.055,0.002
0.335,1.033,-0.284,0.019,0.026,0.007,0.002
0.152,1.078,-0.275,0.031,0.039,0.03,0.002
0.052,1.134,-0.245,0.042,0.055,0.044,0.002
-0.043,1.117,-0.19,-0.022,0.003,-0.01,0.002
-0.118,1.092,-0.106,0.101,0.126,0.117,0.001
-0.201,1.051,-0.032,-0.085,-0.057,-0.075,0.002
-0.3,0.963,0.036,0.048,0.073,0.063,0.002
-0.394,0.841,0.1,0.079,0.103,0.094,0.002
-0.489,0.683,0.148,-0.031,-0.006,-0.024,0.002
-0.604,0.527,0.208,0.088,0.114,0.099,0.001
-0.717,0.454,0.276,0.069,0.089,0.079,0.001
-0.839,0.428,0.35,0.017,0.022,0.013,0.002
-0.977,0.384,0.424,0.076,0.074,0.072,0.002
-1.117,0.349,0.517,0.059,0.066,0.058,0.002
-1.244,0.355,0.639,0.036,0.044,0.035,0.002
-1.354,0.369,0.762,-0.006,0.009,0.004,0.002
-1.479,0.304,0.868,0.046,0.069,0.06,0.002
-1.562,0.161,0.98,-0.003,0.02,0.007,0.001
-1.668,0.003,1.075,-0.02,0.011,-0.008,0.002
-1.735,-0.248,1.12,0.067,0.094,0.07,0.002
-1.747,-0.544,1.149,0.06,0.069,0.052,0.002
-1.737,-0.89,1.132,0.029,0.037,0.027,0.001
-1.738,-1.16,1.113,0.063,0.065,0.057,0.001
-1.703,-1.322,1.087,0.081,0.078,0.081,0.001
-1.654,-1.37,1.023,0.026,0.035,0.037,0.002
-1.594,-1.351,0.982,0.063,0.073,0.067,0.001
-1.499,-1.279,0.985,0.073,0.087,0.082,0.001
-1.421,-1.14,0.971,-0.011,0.004,-0.003,0.001
-1.332,-0.968,0.948,-0.003,0.008,0.002,0.001
-1.273,-0.825,0.916,0.078,0.083,0.088,0.001
-1.214,-0.694,0.853,-0.034,-0.029,-0.018,0.001
-1.158,-0.57,0.796,0.02,0.034,0.039,0.001
-1.116,-0.558,0.696,0.084,0.097,0.102,0.001
-1.066,-0.574,0.568,-0.057,-0.059,-0.061,0.001
-1.018,-0.577,0.463,0.073,0.079,0.075,0.001
-0.919,-0.462,0.417,0.065,0.08,0.075,0.001
-0.9,-0.41,0.269,0.025,0.032,0.024,0.001
-0.802,-0.369,0.194,0.103,0.111,0.108,0.001
-0.713,-0.363,0.146,0.011,0.028,0.028,0.001
-0.639,-0.322,0.128,0.06,0.071,0.07,0.001
-0.533,-0.22,0.141,0.012,0.026,0.032,0.001
-0.506,-0.133,0.165,0.021,0.04,0.047,0.001
-0.476,-0.119,0.201,0.077,0.09,0.095,0.001
-0.48,-0.159,0.235,-0.041,-0.032,-0.016,0.001
-0.529,-0.205,0.231,0.03,0.044,0.049,0.001
-0.578,-0.206,0.208,0.114,0.126,0.133,0.001
-0.648,-0.229,0.141,-0.077,-0.076,-0.059,0.001
-0.735,-0.232,0.118,0.141,0.135,0.146,0.001
-0.785,-0.279,0.086,0.107,0.108,0.116,0.001
-0.791,-0.258,0.062,-0.1,-0.082,-0.08,0.001
-0.784,-0.197,0.048,0.149,0.178,0.161,0.001
-0.744,-0.156,0.076,0.016,0.051,0.037,0.001
-0.689,-0.122,0.126,-0.005,0.029,0.023,0.001
-0.654,-0.217,0.17,0.113,0.138,0.127,0.001
-0.567,-0.333,0.258,0.004,0.019,0.018,0.001
-0.543,-0.439,0.354,0.02,0.026,0.036,0.001
-0.519,-0.47,0.476,0.087,0.091,0.099,0.001
-0.548,-0.53,0.565,0.014,0.017,0.024,0.001
-0.593,-0.622,0.615,0.112,0.114,0.125,0.001
-0.64,-0.81,0.697,-0.013,-0.002,0.001,0.001
-0.706,-1.019,0.759,0.058,0.068,0.071,0.001
-0.785,-1.137,0.824,0.132,0.128,0.128,0.001
-0.831,-1.19,0.884,-0.061,-0.061,-0.059,0.001
-0.848,-1.275,0.926,0.18,0.181,0.189,0.001
-0.852,-1.351,0.966,0.071,0.083,0.081,0.001
-0.891,-1.423,1.007,-0.093,-0.077,-0.075,0.001
-0.926,-1.398,1.043,0.199,0.224,0.219,0
-0.942,-1.34,1.052,-0.058,-0.028,-0.052,0.001
-1.021,-1.342,0.996,0.042,0.061,0.044,0.001
-1.078,-1.277,0.972,0.123,0.137,0.132,0
-1.135,-1.142,0.952,-0.113,-0.107,-0.111,0.001
-1.246,-1.076,0.833,0.155,0.147,0.152,0.001
-1.341,-0.98,0.75,0.055,0.051,0.057,0
-1.411,-0.92,0.666,-0.024,-0.018,-0.018,0.001
-1.494,-0.881,0.59,0.182,0.189,0.186,0
-1.543,-0.81,0.549,-0.079,-0.067,-0.074,0.001
-1.548,-0.703,0.542,0.058,0.071,0.07,0
-1.563,-0.603,0.536,0.044,0.056,0.061,0
-1.543,-0.411,0.556,-0.091,-0.076,-0.075,0
-1.55,-0.216,0.527,0.131,0.145,0.143,0
-1.583,-0.054,0.507,-0.048,-0.031,-0.031,0
-1.563,0.125,0.511,-0.014,0.006,-0.007,0.001
-1.581,0.291,0.472,0.121,0.145,0.123,0
-1.573,0.445,0.427,-0.093,-0.071,-0.08,0
-1.566,0.611,0.365,0.106,0.123,0.116,0
-1.539,0.715,0.288,0.047,0.06,0.049,0
-1.506,0.755,0.268,-0.047,-0.033,-0.033,0
-1.408,0.79,0.223,0.117,0.139,0.127,0
-1.28,0.831,0.214,-0.051,-0.033,-0.045,0
-1.132,0.905,0.212,0.01,0.016,0.014,0
-0.995,0.985,0.221,0.049,0.059,0.06,0
-0.88,1.141,0.23,-0.06,-0.046,-0.04,0
-0.776,1.248,0.223,0.032,0.049,0.054,0
-0.679,1.371,0.216,-0.033,-0.018,-0.016,0
-0.613,1.463,0.23,-0.03,-0.015,-0.009,0
-0.573,1.562,0.226,0.103,0.118,0.112,0
-0.535,1.576,0.212,-0.037,-0.026,-0.039,0
-0.482,1.532,0.226,0.04,0.055,0.051,0
-0.415,1.439,0.237,0.072,0.081,0.072,0
-0.351,1.325,0.301,-0.02,-0.02,-0.031,0
-0.259,1.232,0.364,0.073,0.073,0.07,0
-0.166,1.109,0.434,-0.014,-0.004,-0.009,0
-0.047,0.968,0.511,0.015,0.026,0.027,0
0.044,0.793,0.566,0.046,0.058,0.06,-0
0.096,0.705,0.641,-0,0.008,0.019,0
0.119,0.596,0.627,0.098,0.098,0.119,0
0.167,0.611,0.681,0.048,0.04,0.062,-0
0.187,0.643,0.721,-0.003,-0.01,0.002,0
0.109,0.587,0.66,0.161,0.161,0.176,-0
0.025,0.554,0.612,0.044,0.038,0.049,-0
-0.08,0.484,0.555,0.008,-0.005,0.001,-0
-0.119,0.457,0.544,0.158,0.151,0.16,-0
-0.151,0.451,0.553,-0.051,-0.054,-0.049,-0
-0.163,0.453,0.531,-0.035,-0.042,-0.037,0
-0.14,0.428,0.529,0.111,0.107,0.115,-0
-0.133,0.407,0.532,-0.107,-0.107,-0.103,-0
-0.104,0.426,0.542,0.015,0.02,0.026,-0
-0.088,0.415,0.56,0.017,0.019,0.037,-0
-0.095,0.404,0.54,-0.006,-0.011,0.007,-0
-0.13,0.416,0.524,0.024,0.014,0.035,-0
-0.14,0.488,0.503,0.088,0.071,0.094,-0
-0.151,0.657,0.513,0.033,0.019,0.034,-0.001
-0.196,0.811,0.477,0.035,0.026,0.042,-0
-0.2,0.942,0.445,0.131,0.113,0.135,-0
-0.196,1.062,0.463,0.059,0.043,0.059,-0
-0.204,1.192,0.475,0.018,0.019,0.028,-0
-0.168,1.372,0.506,0.094,0.094,0.099,-0.001
-0.134,1.525,0.543,-0.011,-0.007,-0.005,-0
-0.052,1.618,0.579,-0.031,-0.022,-0.023,-0.001
0.001,1.637,0.6,0.028,0.04,0.035,-0.001
0.059,1.663,0.64,0.011,0.02,0.022,-0.001
0.104,1.706,0.647,-0.072,-0.063,-0.057,-0.001
0.109,1.767,0.659,0.031,0.037,0.039,-0
0.123,1.788,0.667,0.029,0.029,0.038,-0.001
0.124,1.776,0.664,-0.041,-0.047,-0.037,-0.001
0.112,1.72,0.684,0.071,0.07,0.072,-0.001
0.1,1.661,0.672,0.104,0.105,0.107,-0.001
0.097,1.576,0.68,-0.065,-0.065,-0.068,-0.001
0.086,1.477,0.709,0.111,0.118,0.115,-0.001
0.1,1.361,0.707,0.013,0.021,0.024,-0.001
0.168,1.262,0.781,-0.011,-0.008,-0.004,-0.001
0.237,1.134,0.812,0.06,0.072,0.069,-0.001
0.252,0.982,0.816,-0.037,-0.016,-0.021,-0.001
0.267,0.828,0.823,-0.024,0.002,-0.009,-0.001
0.301,0.647,0.813,-0.029,-0.005,-0.017,-0.001
0.338,0.494,0.808,-0.001,0.006,0.005,-0.001
0.37,0.347,0.805,0.04,0.046,0.043,-0.001
0.4,0.256,0.796,-0.076,-0.068,-0.074,-0.001
0.428,0.123,0.774,0.097,0.099,0.095,-0.001
0.472,-0.041,0.772,-0,0.004,-0.002,-0.001
0.547,-0.24,0.773,-0.103,-0.093,-0.097,-0.001
0.63,-0.422,0.763,0.147,0.147,0.153,-0.001
0.718,-0.584,0.779,-0.037,-0.03,-0.03,-0.001
0.802,-0.75,0.785,-0.095,-0.081,-0.08,-0.001
0.908,-0.915,0.742,0.144,0.157,0.157,-0.001
0.995,-1.076,0.736,-0.127,-0.119,-0.12,-0.001
1.058,-1.215,0.678,-0.007,0.004,0.008,-0.001
1.104,-1.297,0.628,0.043,0.057,0.058,-0.001
1.17,-1.345,0.533,-0.059,-0.046,-0.048,-0.001
1.223,-1.347,0.461,-0.001,0.01,0.007,-0.001
1.267,-1.342,0.34,-0.013,0.003,-0.006,-0.001
1.331,-1.297,0.237,-0.014,-0.008,-0.01,-0.001
1.418,-1.254,0.153,-0.012,-0.009,-0.004,-0.001
1.484,-1.183,0.058,-0.048,-0.034,-0.034,-0.001
1.574,-1.088,-0.028,0.051,0.074,0.072,-0.001
1.663,-0.987,-0.085,-0.07,-0.051,-0.049,-0.001
1.751,-0.891,-0.154,-0.044,-0.029,-0.028,-0.001
1.84,-0.801,-0.228,0.054,0.064,0.074,-0.001
1.903,-0.72,-0.312,-0.07,-0.062,-0.054,-0.001
1.949,-0.645,-0.404,-0.037,-0.019,-0.017,-0.001
1.994,-0.574,-0.486,0.143,0.164,0.171,-0.001
2.032,-0.518,-0.555,-0.065,-0.042,-0.034,-0.001
2.038,-0.444,-0.639,0.006,0.024,0.032,-0.001
2.033,-0.364,-0.71,0.089,0.111,0.117,-0.001
2.022,-0.289,-0.74,-0.092,-0.069,-0.065,-0.001
1.993,-0.286,-0.767,0.092,0.117,0.114,-0.001
1.964,-0.293,-0.733,0.05,0.07,0.069,-0.001
1.92,-0.309,-0.718,-0.068,-0.053,-0.053,-0.001
1.951,-0.231,-0.595,-0.009,0.011,0.013,-0.001
1.903,-0.256,-0.57,-0.033,-0.007,-0.001,-0.001
1.863,-0.272,-0.525,0.005,0.031,0.036,-0.001
1.802,-0.322,-0.458,-0.094,-0.067,-0.063,-0.001
1.719,-0.414,-0.388,-0.019,0.006,0.018,-0.001
1.65,-0.496,-0.338,0.012,0.023,0.038,-0.001
1.571,-0.574,-0.221,-0.099,-0.091,-0.074,-0.001
1.488,-0.652,-0.126,0.05,0.06,0.079,-0.001
1.416,-0.684,-0.035,0.039,0.046,0.061,-0.001
1.323,-0.727,0.091,-0.116,-0.107,-0.094,-0.001
1.249,-0.8,0.229,0.093,0.108,0.118,-0.001
1.196,-0.848,0.37,-0.041,-0.029,-0.02,-0.001
1.139,-0.908,0.532,-0.073,-0.056,-0.052,-0.001
1.095,-0.973,0.707,0.032,0.05,0.052,-0.002
1.111,-1.032,0.916,-0.052,-0.035,-0.03,-0.001
1.11,-1.127,1.093,-0.049,-0.039,-0.028,-0.001
1.13,-1.21,1.276,-0.055,-0.056,-0.038,-0.001
1.119,-1.276,1.44,0.026,0.025,0.043,-0.001
1.126,-1.335,1.613,-0.039,-0.04,-0.015,-0.002
1.149,-1.352,1.789,-0.028,-0.032,-0.015,-0.001
1.198,-1.311,1.947,0.067,0.069,0.082,-0.002
1.215,-1.219,2.098,-0.048,-0.041,-0.028,-0.002
1.258,-1.116,2.241,-0.064,-0.046,-0.047,-0.001
1.307,-1.031,2.378,0.068,0.103,0.089,-0.002
1.364,-0.989,2.524,-0.042,-0.002,-0.018,-0.002
1.445,-0.905,2.678,-0.057,-0.031,-0.033,-0.002
1.531,-0.815,2.787,0.093,0.101,0.116,-0.002
1.642,-0.653,2.887,-0.064,-0.072,-0.052,-0.002
1.698,-0.434,2.949,-0.005,-0.026,0.007,-0.001
1.74,-0.2,3.01,0.086,0.06,0.097,-0.001
1.811,0.004,2.988,0.039,0.014,0.034,-0.001
1.841,0.107,2.953,-0.023,-0.04,-0.021,-0.002
1.904,0.228,2.924,0.068,0.07,0.074,-0.001
1.963,0.344,2.91,0.051,0.058,0.052,-0.001
2.009,0.423,2.842,-0.033,-0.034,-0.028,-0.001
2.073,0.424,2.774,0.078,0.076,0.087,-0.001
2.189,0.431,2.789,0.044,0.035,0.053,-0.001
2.257,0.433,2.731,-0.033,-0.028,-0.014,-0.001
2.325,0.563,2.683,0.04,0.051,0.055,-0.001
2.352,0.749,2.614,0.059,0.074,0.082,-0.001
2.355,0.935,2.59,-0.049,-0.021,-0.02,-0.001
2.393,1.104,2.55,0.007,0.03,0.032,-0.001
2.4,1.31,2.473,0.089,0.1,0.118,-0.001
2.413,1.52,2.359,-0.006,-0.02,0.009,-0.001
2.415,1.74,2.216,0.006,-0.032,0.004,-0.001
2.418,1.995,2.107,0.161,0.13,0.163,-0.001
2.402,2.174,1.977,0.01,-0.015,0.006,-0.001
2.385,2.301,1.866,0,-0.018,-0.006,-0
2.358,2.343,1.757,0.139,0.143,0.152,-0
2.287,2.361,1.689,-0.034,-0.012,-0.015,-0.001
2.224,2.391,1.62,-0.023,0,-0.002,-0
2.164,2.331,1.576,0.123,0.153,0.162,-0.001
2.092,2.198,1.576,-0.013,0.005,0.023,-0
2.029,2.059,1.62,0.047,0.054,0.08,0
1.942,1.925,1.63,0.067,0.069,0.101,0
1.889,1.871,1.637,0.089,0.083,0.106,-0
1.813,1.772,1.635,0.033,0.01,0.043,-0
1.741,1.674,1.603,0.111,0.085,0.119,0
1.696,1.634,1.558,0.153,0.131,0.157,0
1.676,1.702,1.514,0.007,-0.016,0.018,0
1.698,1.803,1.517,0.098,0.07,0.114,0
1.707,1.809,1.494,0.136,0.124,0.146,0
1.725,1.718,1.513,-0.025,-0.019,0.002,0
1.751,1.592,1.498,0.082,0.103,0.122,0
1.753,1.495,1.508,0.16,0.184,0.194,0
1.709,1.366,1.536,-0.03,-0.006,0.012,0
1.602,1.21,1.484,0.1,0.11,0.135,0
1.47,1.085,1.428,0.157,0.149,0.181,0
1.36,0.985,1.339,0.043,0.034,0.066,0
1.26,0.963,1.236,0.058,0.034,0.062,0
1.173,1.014,1.125,-0.136,-0.17,-0.14,0
1.084,1.159,1.001,-0.032,-0.053,-0.028,0
1.034,1.354,0.922,0.018,-0.001,0.018,0
1.014,1.46,0.873,-0.01,-0.029,-0.003,0
0.982,1.483,0.849,0.099,0.083,0.114,0
0.993,1.497,0.892,0.068,0.063,0.087,0
0.949,1.48,0.905,-0.011,0,0.025,0.001
0.843,1.398,0.863,0.089,0.104,0.135,0.001
0.714,1.286,0.85,-0.025,-0.017,0.008,0.001
0.486,1.115,0.763,-0.05,-0.043,-0.027,0.001
0.256,1.065,0.668,0.016,0.018,0.033,0
-0.01,1.064,0.509,-0.042,-0.045,-0.032,0
-0.266,1.138,0.352,-0.064,-0.069,-0.055,0.001
-0.489,1.19,0.174,-0.011,-0.029,-0.012,0.001
-0.631,1.283,0.009,-0.026,-0.049,-0.035,0.001
-0.727,1.416,-0.143,0.135,0.128,0.137,0.001
-0.7,1.515,-0.259,0.033,0.043,0.04,0.001
-0.619,1.541,-0.338,0.102,0.108,0.108,0.001
-0.526,1.504,-0.399,0.063,0.073,0.083,0
-0.422,1.478,-0.431,-0.046,-0.036,-0.025,0.001
-0.292,1.38,-0.441,0.048,0.059,0.072,0
-0.252,1.317,-0.453,-0.081,-0.075,-0.056,0.001
-0.237,1.251,-0.458,-0.066,-0.064,-0.054,0.001
-0.274,1.212,-0.49,0.014,0,0.007,0.001
-0.314,1.273,-0.545,-0.096,-0.103,-0.101,0.001
-0.347,1.352,-0.562,0.02,0.014,0.014,0.001
-0.364,1.359,-0.595,0.018,0.019,0.013,0.001
-0.339,1.378,-0.628,-0.098,-0.094,-0.106,0.001
-0.314,1.344,-0.711,0.064,0.076,0.052,0.001
-0.132,1.336,-0.639,-0.052,-0.032,-0.056,0.001
0.018,1.189,-0.651,-0.055,-0.036,-0.055,0
0.212,1.013,-0.623,-0.008,0.004,-0.015,0
0.411,0.906,-0.599,-0.027,-0.009,-0.018,0.001
0.583,0.826,-0.542,-0.032,-0.018,-0.015,0.001
0.684,0.701,-0.51,-0.063,-0.046,-0.047,0.001
0.745,0.635,-0.466,-0.049,-0.036,-0.04,0.001
0.655,0.528,-0.506,-0.054,-0.048,-0.055,0.001
0.566,0.568,-0.518,-0.076,-0.076,-0.088,0.001
0.405,0.575,-0.493,0.08,0.082,0.068,0.001
0.262,0.649,-0.455,-0.111,-0.117,-0.13,0.001
0.105,0.705,-0.397,-0.04,-0.037,-0.055,0.001
-0.014,0.794,-0.331,0.07,0.08,0.06,0
-0.082,0.859,-0.176,-0.176,-0.15,-0.181,0.001
-0.176,0.748,-0.113,-0.032,-0.003,-0.035,0
-0.201,0.646,-0.008,0.056,0.088,0.055,0
-0.224,0.554,0.071,-0.122,-0.104,-0.127,0.001
-0.269,0.443,0.166,-0.038,-0.026,-0.037,0.001
-0.342,0.298,0.2,0.057,0.076,0.062,0.001
-0.417,0.13,0.22,-0.134,-0.12,-0.136,0.001
-0.538,0.007,0.211,-0.068,-0.051,-0.071,0
-0.657,-0.037,0.222,0.056,0.082,0.059,0.001
-0.782,-0.058,0.224,-0.1,-0.078,-0.1,0.001
-0.896,0.009,0.265,-0.102,-0.087,-0.1,0.001
-1.032,0.07,0.273,0.019,0.034,0.021,0.001
