force_x_N,force_y_N,force_z_N,vibration_x_g,vibration_y_g,vibration_z_g,ae_rms_V
13.368,7.285,-1.497,-0.035,0.072,-0.056,0.099
12.272,6.566,-0.336,-0.109,-0.009,-0.026,0.099
11.125,5.931,0.507,0.081,0.089,0.075,0.099
9.535,5.779,1.331,0.006,-0.026,0.061,0.099
7.484,5.88,2.324,0.015,-0.016,0.097,0.098
5.308,5.742,3.139,0.101,-0.02,-0.068,0.098
3.269,5.072,4.041,0.079,-0.009,-0.101,0.098
1.532,4.233,5.135,-0.006,0.029,-0.114,0.098
0.268,3.632,6.078,0.007,0.168,-0.058,0.098
-0.565,3.162,6.957,-0.116,0.067,0.018,0.098
-1.19,2.609,7.838,-0.021,0.003,0.022,0.098
-1.697,2.409,8.804,-0.017,-0.049,-0.087,0.097
-1.838,2.824,9.638,0,-0.09,-0.086,0.097
-1.648,3.44,10.526,0.026,-0.033,-0.178,0.097
-1.232,3.957,11.321,-0.05,0.005,-0.196,0.097
-0.658,4.321,12.143,0.01,0.044,-0.103,0.097
0.131,5.129,13.304,-0.062,-0.03,-0.152,0.097
1.4,6.72,14.52,-0.139,0.038,-0.11,0.097
3.417,8.465,15.784,-0.094,0.004,-0.184,0.096
5.927,10.002,17.374,-0.013,-0.022,-0.225,0.096
8.719,11.084,18.95,-0.065,0.087,-0.238,0.096
11.6,12.03,20.305,0.009,0.095,-0.16,0.096
13.994,12.618,21.552,-0.103,0.007,-0.108,0.096
15.903,12.959,22.887,-0.124,0.019,-0.085,0.096
17.434,13.15,24.073,-0.002,-0.038,0.018,0.096
18.856,13.563,24.886,-0.055,-0.087,-0.029,0.096
20.569,13.648,25.527,0.079,0.063,-0.152,0.095
22.708,13.139,26.02,0.03,-0.039,-0.274,0.096
25.185,12.923,26.402,0.062,0.06,-0.17,0.096
27.487,13.263,26.305,0.066,0.036,-0.183,0.096
29.026,13.958,26.145,-0.05,-0.059,-0.019,0.095
29.389,13.858,26.167,-0.016,-0.144,0.042,0.095
28.615,12.85,26.402,0.008,-0.139,-0.048,0.095
27.063,12.262,26.72,-0.006,-0.121,-0.093,0.096
25.503,12.485,26.426,0.046,0.068,-0.111,0.096
24.39,12.639,25.867,-0.065,0.171,-0.186,0.096
23.82,12.281,25.488,-0.065,0.147,-0.065,0.096
23.76,11.796,24.753,0.02,0.096,0.081,0.096
23.472,12.44,23.427,-0.093,-0.123,-0.007,0.096
22.428,14.142,22.156,-0.035,-0.229,-0.012,0.097
20.596,15.658,21.234,0.068,-0.18,-0.034,0.097
18.335,16.253,20.333,0.002,-0.14,-0.227,0.097
16.095,16.146,18.963,-0.002,-0.019,-0.198,0.097
14.012,15.82,17.138,-0.03,0.102,-0.085,0.097
12.235,15.909,15.799,-0.107,0.079,-0.052,0.098
10.662,16.172,14.761,-0.097,-0.029,0.073,0.098
9.222,16.34,13.347,-0.032,-0.11,0.074,0.098
7.565,16.34,11.888,0.097,-0.128,0.052,0.098
5.395,15.254,10.624,0.041,-0.136,0.003,0.099
2.792,13.22,9.565,0.077,-0.035,-0.019,0.099
-0.147,11.01,8.21,0.111,0.044,0.028,0.099
-2.859,9.36,6.423,-0.105,-0.058,-0.016,0.099
-4.614,8.014,5.041,-0.047,-0.004,0.086,0.099
-5.564,6.498,4.192,-0.014,-0.111,0.076,0.099
-5.847,5.314,3.436,-0.075,-0.208,-0.029,0.1
-6.125,4.637,2.229,0.152,-0.074,0.041,0.1
-6.76,4.008,1.198,0.085,-0.095,-0.025,0.1
-7.677,2.831,0.729,-0.094,-0.163,-0.099,0.1
-8.941,1.251,0.248,0.012,0.047,0.111,0.1
-10.3,-0.012,-0.444,-0.05,-0.039,0.115,0.1
-11.067,-0.428,-1.303,-0.167,-0.152,0.041,0.1
-11.164,-0.423,-2.132,0.084,0.053,0.168,0.1
-10.822,-0.923,-2.787,0.066,0.02,0.122,0.1
-10.178,-1.795,-3.874,0.012,-0.09,0.008,0.1
-9.485,-2.309,-5.419,0.213,0.038,0.121,0.101
-8.908,-2.23,-6.365,0.078,-0.114,0.105,0.1
-8.467,-1.775,-6.885,-0.104,-0.213,0.024,0.101
-7.762,-1.304,-7.537,0.051,-0.044,0.101,0.101
-6.417,-0.982,-8.059,-0.025,-0.11,0.057,0.101
-4.189,-0.596,-8.327,-0.006,-0.023,0.026,0.101
-1.238,-0.141,-8.424,0.015,0.047,-0.011,0.1
1.817,0.407,-8.384,0.031,0.087,0.177,0.101
4.307,1.119,-8.511,0.003,-0.011,0.1,0.101
6.161,1.783,-8.453,-0.042,-0.132,0.048,0.101
7.441,2.299,-8.111,0.022,-0.052,0.209,0.1
8.297,2.751,-7.73,-0.056,-0.068,0.009,0.1
9.193,2.894,-7.767,-0.072,-0.012,-0.047,0.101
10.384,2.918,-8.005,0.105,0.184,0.184,0.101
11.893,3.114,-8.348,-0.014,0.04,-0.064,0.101
13.519,3.779,-8.663,-0.046,0.041,0.031,0.101
15.058,4.84,-8.911,0.06,0.084,0.202,0.1
16.368,6.048,-9.167,-0.033,-0.118,-0.063,0.1
17.161,6.915,-9.28,-0.034,-0.067,-0.05,0.1
17.481,7.428,-9.345,0.043,0.105,0.067,0.1
17.55,7.588,-9.471,-0.149,0.056,-0.136,0.1
17.463,7.445,-9.497,-0.104,0.124,-0.02,0.1
17.517,7.487,-9.544,-0.059,0.106,0.063,0.1
17.549,7.96,-9.461,-0.018,0.071,0.036,0.1
17.395,8.593,-8.955,-0.034,-0.014,0.002,0.099
16.758,8.692,-8.369,0.014,-0.031,-0.025,0.1
15.58,8.413,-7.725,0.167,0.122,0.019,0.099
13.954,8.096,-6.757,-0.053,-0.078,-0.179,0.099
12.23,8.008,-5.603,-0.026,0.093,-0.02,0.099
10.668,7.982,-4.413,0.024,0.187,0.064,0.099
9.603,7.858,-3.013,-0.137,-0.014,-0.052,0.099
8.909,7.821,-1.575,-0.004,0.071,0.01,0.099
8.423,7.976,-0.24,0.161,0.15,0.045,0.098
7.922,8.015,1.18,-0.082,-0.04,-0.14,0.098
6.981,7.236,2.405,0.059,0.094,-0.034,0.098
5.508,6.013,3.562,0.112,0.091,0.019,0.098
3.562,5.065,4.558,-0.083,-0.079,-0.063,0.098
1.481,4.655,5.493,-0.032,-0.008,-0.028,0.098
-0.402,4.374,6.455,0.009,0.012,-0.035,0.098
-1.823,3.778,7.352,0.025,0.023,-0.057,0.097
-2.747,3.17,8.072,0.076,-0.008,-0.161,0.097
-3.475,2.82,8.742,0.148,0.094,-0.005,0.097
-4.411,2.744,9.621,0.07,0.025,-0.034,0.096
-5.313,2.873,10.542,-0.078,-0.106,-0.169,0.096
-5.946,3.343,11.451,-0.03,-0.037,-0.036,0.096
-5.956,4.245,12.482,-0.022,-0.011,-0.064,0.096
-5.317,5.095,13.367,-0.114,-0.031,-0.239,0.096
-3.99,5.637,14.426,-0.037,0.147,-0.133,0.096
-2.06,6.201,15.581,-0.035,0.057,-0.193,0.095
0.382,7.443,16.616,-0.18,-0.069,-0.306,0.095
3.018,9.217,17.742,-0.068,0.039,-0.054,0.095
5.578,10.772,19.097,-0.14,-0.119,-0.101,0.095
7.862,11.647,20.452,-0.146,-0.138,-0.148,0.095
9.896,12.137,21.746,0.022,-0.057,-0.062,0.095
11.757,12.76,22.94,0.037,-0.011,-0.095,0.094
13.501,13.461,24.085,-0.079,-0.034,-0.261,0.094
15.422,14.031,25.346,-0.036,0.036,-0.138,0.095
17.756,14.587,26.296,-0.01,0.057,-0.019,0.095
20.222,14.949,26.717,0.032,0.013,-0.04,0.095
22.517,15.057,27.061,-0.05,-0.061,-0.014,0.095
24.372,14.723,27.414,0.063,0.048,0.095,0.095
25.737,14.014,27.586,0.069,-0.038,-0.091,0.095
26.504,13.256,27.662,-0.05,-0.082,-0.071,0.095
26.819,12.639,27.379,0.068,0.1,0.121,0.096
26.687,11.998,27.128,-0.018,-0.018,-0.03,0.096
26.113,11.441,27.158,-0.102,-0.099,0.025,0.096
25.365,11.462,26.545,0.138,0.061,0.109,0.096
24.707,12.191,25.854,0.048,-0.12,-0.129,0.097
24.123,13.079,25.425,-0.015,-0.074,-0.023,0.097
23.655,13.749,24.803,0.082,0.04,-0.025,0.097
22.94,14.261,23.873,0.002,-0.067,-0.046,0.097
21.951,15.172,22.758,-0.144,-0.076,0.02,0.098
20.62,16.268,21.401,-0.012,0.028,0.024,0.098
18.94,16.972,20.384,-0.054,0.001,0.08,0.098
16.971,16.933,19.225,-0.094,-0.022,0.01,0.098
14.849,16.342,17.493,0.135,0.067,0.017,0.099
12.654,15.914,16.011,0.06,-0.01,0.11,0.098
10.434,15.618,14.575,-0.028,-0.085,0.002,0.099
8.407,15.065,12.953,0.072,-0.022,0.06,0.099
6.42,14.239,11.391,0.049,-0.089,0.137,0.099
4.568,13.366,9.633,0.047,-0.122,-0.035,0.099
2.858,12.524,8.047,0.046,-0.096,-0.066,0.1
1.171,11.43,6.904,0.004,-0.052,0.028,0.1
-0.414,10.146,5.53,-0.027,-0.097,-0.106,0.1
-1.814,8.572,4.19,-0.053,-0.109,-0.038,0.1
-3.045,6.957,3.208,-0.009,-0.028,0.173,0.1
-4.111,5.435,2.255,-0.109,-0.112,-0.015,0.1
-5.296,4.051,1.351,-0.084,-0.12,0.007,0.1
-6.668,2.698,0.522,0.085,0.034,0.177,0.1
-7.885,1.342,-0.449,0.022,-0.121,-0.1,0.101
-9.051,0.035,-1.274,0.005,-0.062,-0.004,0.101
-10.029,-1.28,-2.15,0.079,0.021,0.16,0.101
-10.529,-1.997,-3.276,0.01,-0.127,-0.05,0.101
-10.691,-2.082,-4.494,0.025,-0.145,0.014,0.101
-10.493,-1.817,-5.622,0.056,-0.038,0.09,0.101
-9.835,-1.69,-6.568,-0.043,-0.13,-0.158,0.101
-8.792,-1.938,-7.444,-0.022,-0.047,-0.029,0.102
-7.473,-2.346,-8.252,-0.019,-0.045,-0.003,0.101
-6.032,-2.487,-8.879,-0.021,-0.066,-0.037,0.101
-4.514,-2.35,-9.335,-0.106,-0.111,0.049,0.101
-2.832,-2.407,-9.635,-0.101,-0.118,0.04,0.102
-1.109,-2.793,-9.814,0.09,-0.013,0.087,0.102
0.666,-2.953,-9.935,-0.044,-0.141,-0.021,0.102
2.46,-2.722,-10.007,-0.007,-0.072,-0.033,0.102
4.231,-2.172,-9.867,0.065,0.058,0.028,0.101
5.979,-1.63,-9.675,-0.13,-0.133,-0.075,0.102
7.756,-1.11,-9.657,-0.041,-0.099,-0.04,0.102
9.552,-0.304,-9.583,0.065,0.046,0.069,0.102
11.495,0.635,-9.456,-0.217,-0.199,-0.17,0.102
13.556,1.398,-9.304,-0.045,-0.004,-0.036,0.102
15.384,1.713,-9.216,-0.035,0.087,-0.036,0.101
17.049,2.022,-9.166,-0.252,-0.139,-0.187,0.101
18.513,2.452,-9.272,-0.088,0.053,0.012,0.101
19.582,2.943,-9.339,-0.201,-0.017,-0.061,0.101
20.258,3.229,-9.396,-0.059,0.009,0.048,0.102
20.614,3.499,-9.737,0.155,0.138,0.143,0.101
20.609,3.885,-9.902,-0.072,-0.046,-0.108,0.101
20.374,4.242,-9.783,0.06,0.069,0.026,0.101
20.051,4.531,-9.726,-0.002,0.07,-0.05,0.101
19.647,4.828,-9.447,-0.106,0,-0.079,0.101
19.164,5.409,-8.91,-0.023,0.066,0.04,0.101
18.558,5.997,-8.312,-0.113,-0.001,-0.092,0.101
17.952,6.363,-7.426,-0.068,0.087,0.025,0.1
17.133,6.355,-6.257,-0.025,0.072,-0.013,0.1
16.177,6.111,-5.095,-0.062,0.032,-0.095,0.1
15.165,5.775,-3.842,0.042,0.171,0.134,0.1
14.078,5.25,-2.521,-0.114,0.029,-0.019,0.1
12.839,4.483,-1.256,-0.031,0.083,0.038,0.1
11.486,3.844,0.045,-0.048,-0.015,0.041,0.1
10.007,3.517,1.253,-0.014,-0.014,-0.045,0.1
8.462,3.281,2.262,0.083,0.075,0.003,0.099
6.873,2.804,3.398,-0.04,-0.049,-0.064,0.099
5.268,2.227,4.43,0.01,0.017,-0.05,0.099
3.697,1.818,5.317,0,0.018,-0.007,0.099
2.182,1.631,6.226,-0.11,-0.074,-0.019,0.099
0.81,1.499,7.095,-0.017,0.087,0.074,0.099
-0.363,1.102,7.937,-0.013,0.027,0.014,0.098
-1.457,0.412,8.716,0.037,0.03,0.069,0.098
-2.62,-0.122,9.429,0.093,0.084,0.006,0.098
-3.348,-0.287,10.421,-0.054,-0.024,-0.122,0.098
-3.301,-0.176,11.391,-0.02,0.012,-0.036,0.098
-2.603,0.271,12.177,-0.011,0.079,-0.05,0.097
-1.276,1.188,12.93,-0.118,-0.052,-0.105,0.097
0.236,2.093,13.671,-0.015,0.016,-0.018,0.097
1.757,2.945,14.822,0.014,0.012,-0.094,0.097
3.429,3.853,16.279,-0.081,-0.05,-0.145,0.097
5.339,5.193,17.817,-0.025,0.058,-0.07,0.097
7.724,6.735,19.454,-0.038,0.061,-0.051,0.097
10.717,7.804,21.153,-0.115,0.103,0.016,0.097
14.006,8.457,22.471,0.016,0.128,0.056,0.097
17.146,9.043,23.537,-0.007,-0.014,-0.019,0.097
19.543,9.733,24.547,0.07,0.038,-0.036,0.097
21.195,10.381,25.706,0.102,-0.045,-0.135,0.097
22.544,10.646,26.927,-0.062,-0.09,-0.173,0.098
24.026,10.417,27.86,0.004,0.096,-0.061,0.097
26.062,10.167,28.399,-0.09,0.006,-0.066,0.098
28.389,10.097,28.632,-0.169,0.006,0.017,0.098
30.55,10.125,28.727,0.105,0.17,0.12,0.098
32.22,10.259,28.882,0.003,-0.111,-0.098,0.098
33.067,10.593,29.105,0.036,-0.09,-0.039,0.099
32.894,11.104,29.197,0.201,0.037,0.035,0.098
31.856,11.383,29.434,-0.002,-0.112,-0.076,0.099
30.325,11.216,29.328,-0.013,0.015,0.047,0.099
28.863,11.124,28.701,0.099,0.144,0.084,0.099
27.745,11.363,27.874,0.023,0.001,-0.024,0.1
27.135,11.838,27.158,-0.02,-0.014,-0.057,0.1
26.609,12.609,26.36,0.171,0.08,-0.024,0.1
25.698,13.382,25.548,0.021,-0.063,-0.078,0.1
24.267,13.959,24.63,-0.118,-0.092,-0.093,0.101
22.36,14.104,23.58,0.041,0.056,0.031,0.101
19.927,13.663,22.518,-0.028,0.07,0.124,0.101
17.178,13.225,21.18,-0.153,-0.081,-0.106,0.102
14.65,13.259,19.826,0.134,0.057,0.014,0.102
12.629,13.478,18.508,0.115,0.027,0.058,0.102
10.956,13.574,16.986,-0.038,-0.142,-0.187,0.102
9.422,13.13,15.473,0.169,0.014,0.055,0.103
7.856,12.294,13.755,0.114,0.036,0.159,0.103
5.95,11.327,11.748,-0.012,-0.178,-0.11,0.103
3.629,10.159,10.01,0.108,-0.043,0.075,0.103
1.321,8.778,8.568,0.066,0,0.066,0.103
-0.605,7.168,7.305,-0.043,-0.13,-0.181,0.103
-2.03,5.397,6.276,0.032,-0.006,0.019,0.104
-2.724,3.842,5.224,0.06,0.135,0.149,0.104
-3.011,2.573,4.16,-0.057,-0.041,-0.015,0.104
-3.611,1.314,3.277,0.008,-0.005,0.153,0.104
-4.551,0.295,2.296,0.115,-0.016,0.145,0.104
-5.885,-0.538,1.17,0.136,-0.143,-0.03,0.104
-7.391,-1.249,0.407,0.019,-0.184,-0.041,0.104
-8.427,-1.763,-0.429,0.111,-0.015,0.026,0.104
-8.778,-2.084,-1.65,0.058,-0.018,-0.024,0.104
-8.389,-2.338,-2.992,-0.115,-0.064,0.033,0.105
-7.391,-2.569,-4.429,0.073,0.066,0.148,0.105
-6.006,-2.767,-5.742,0.139,0.062,0.153,0.104
-4.722,-2.995,-6.656,-0.114,-0.224,-0.016,0.105
-3.702,-3.134,-7.497,0.206,0.017,0.14,0.105
-2.714,-3.261,-8.103,0.138,-0.016,0.102,0.105
-1.527,-3.283,-8.557,-0.223,-0.195,-0.014,0.105
0.014,-3.23,-9.02,0.089,0.195,0.244,0.105
2.022,-2.948,-9.602,0.017,0.121,0.213,0.105
4.355,-2.135,-10.289,-0.094,-0.103,0.084,0.105
6.72,-0.856,-10.678,0.248,0.115,0.174,0.105
8.748,0.302,-10.665,0.076,-0.099,0.009,0.105
10.454,1.354,-10.628,0.008,-0.159,-0.017,0.105
11.821,2.067,-10.625,0.068,-0.007,0.022,0.105
13.041,2.313,-10.548,-0.073,0.027,0.126,0.105
14.474,2.35,-10.554,-0.137,0.018,0.13,0.104
16.187,2.38,-10.601,-0.125,0.079,0.072,0.105
17.965,2.591,-10.67,-0.008,0.138,0.192,0.104
19.828,3.137,-10.776,0.046,0.022,0.09,0.104
21.398,3.763,-10.907,-0.031,-0.03,-0.028,0.104
22.376,4.346,-10.923,0.083,0.138,0.211,0.104
22.69,4.695,-11.214,-0.051,-0.006,0.107,0.104
22.472,4.908,-11.658,-0.14,-0.03,0.033,0.104
22.008,5.279,-11.846,0.073,0.177,0.241,0.104
21.568,5.863,-11.935,-0.081,0.002,-0.019,0.104
21.3,6.503,-11.824,-0.045,0.056,-0.074,0.104
21.28,6.992,-11.319,0.111,0.163,0.073,0.104
21.316,7.134,-10.634,-0.021,0.029,-0.036,0.103
21.023,7.027,-9.776,-0.081,0.03,0.012,0.103
20.336,6.727,-8.561,-0.033,0.095,0.194,0.103
19.136,6.177,-7.246,-0.074,0.032,0.104,0.103
17.669,5.599,-5.835,-0.059,-0.011,0.039,0.103
16.246,5.067,-4.325,-0.001,0.065,0.081,0.103
14.976,4.668,-2.902,0.058,0.148,0.02,0.103
13.93,4.356,-1.497,-0.04,0.029,-0.034,0.103
12.906,4.038,-0.298,0.018,0.1,0.109,0.103
11.639,3.81,0.686,0.122,0.134,0.128,0.102
10.053,3.695,1.669,-0.034,-0.087,0.016,0.102
8.123,3.475,2.709,0.016,-0.017,0.036,0.102
6.072,3.111,3.759,0.177,0.115,0.023,0.102
4.155,2.528,4.93,-0.076,-0.093,-0.163,0.102
2.564,1.887,6.104,0.004,0.106,-0.023,0.102
1.447,1.442,7.169,0.058,0.226,0.083,0.101
0.662,0.998,8.189,-0.138,-0.035,0.009,0.101
-0.207,0.699,9.292,0.053,0.011,0.027,0.101
-0.936,0.829,10.464,0.108,0.068,0.037,0.101
-1.235,1.338,11.383,-0.022,-0.131,-0.149,0.1
-1.149,2.024,12.504,0.047,0.005,-0.161,0.1
-0.848,2.76,13.559,0.026,0.118,-0.055,0.1
-0.377,3.348,14.621,-0.032,0.043,-0.103,0.1
0.465,4.347,16.068,-0.114,-0.07,-0.172,0.1
2.094,5.828,17.541,-0.02,0.161,0.001,0.099
4.458,7.45,18.996,-0.071,0.01,-0.187,0.099
7.164,8.81,20.738,-0.031,-0.009,-0.193,0.099
10.149,9.718,22.481,-0.012,0.153,-0.129,0.099
13.044,10.323,23.862,0.049,0.081,-0.104,0.099
15.421,10.938,25.177,-0.176,-0.09,-0.143,0.099
17.247,11.522,26.628,-0.031,0.059,0.007,0.099
18.753,11.954,27.903,0.049,-0.017,0.025,0.098
20.215,12.142,28.816,-0.129,-0.162,-0.148,0.099
22.044,11.827,29.455,0.136,0.083,-0.131,0.098
24.312,11.453,30.005,0.118,0.057,-0.156,0.098
26.709,11.615,30.541,-0.056,-0.065,-0.229,0.098
28.867,12.115,30.547,0.078,0.039,-0.125,0.098
30.199,12.537,30.529,0.059,0.017,0.049,0.098
30.398,12.166,30.811,-0.107,-0.211,-0.04,0.098
29.589,11.138,31.099,-0.022,-0.094,-0.054,0.099
28.151,10.457,31.283,0.106,0.026,0.034,0.098
26.91,10.352,30.884,-0.066,-0.024,-0.152,0.099
26.003,10.445,30.204,-0.016,0.138,-0.136,0.099
25.565,10.315,29.661,-0.032,0.061,-0.054,0.099
25.498,10.15,28.763,-0.036,-0.016,0.026,0.099
25.019,10.838,27.258,0.035,-0.079,-0.009,0.099
23.68,12.335,25.968,0.031,-0.181,-0.009,0.099
21.64,13.74,24.866,0.068,-0.093,-0.008,0.099
19.344,14.3,23.689,0.099,0.007,-0.114,0.099
17.077,14.028,22.12,0.021,0.023,-0.072,0.099
14.917,13.546,20.148,0.033,0.164,0.02,0.099
12.979,13.718,18.612,-0.08,0.018,-0.075,0.1
11.17,14.109,17.29,-0.03,0.006,0.143,0.1
9.501,14.071,15.543,0.006,-0.04,0.092,0.1
7.619,13.481,13.778,0.1,-0.118,0.029,0.1
5.323,12.031,12.143,0.045,-0.104,0.062,0.1
2.629,10.304,10.618,0.069,-0.057,-0.011,0.1
-0.194,8.691,8.803,0.115,0.002,0.032,0.1
-2.482,7.418,6.895,-0.054,-0.07,0.025,0.1
-3.869,6.119,5.288,0.009,-0.04,0.018,0.101
-4.622,4.767,4.232,0.096,-0.002,0.137,0.101
-4.992,3.582,3.17,-0.049,-0.125,0.046,0.101
-5.454,2.734,1.628,0.126,-0.027,0.04,0.101
-6.349,2.001,0.518,0.143,0.027,0.127,0.1
-7.573,0.909,-0.175,-0.105,-0.153,-0.006,0.101
-9.096,-0.418,-1.041,0.07,0.073,0.133,0.101
-10.449,-1.71,-2.016,-0.037,-0.031,0.142,0.101
-11.101,-2.37,-3.186,-0.078,-0.066,0.108,0.101
-11.175,-2.578,-4.432,0.122,0.077,0.136,0.101
-10.863,-2.847,-5.489,0.026,0.003,0.141,0.101
-10.216,-3.307,-6.967,0.104,-0.017,0.12,0.101
-9.335,-3.651,-8.624,0.181,-0.03,0.069,0.101
-8.494,-3.61,-9.573,-0.071,-0.253,0.003,0.101
-7.729,-3.165,-10.278,-0.032,-0.137,0.052,0.101
-6.689,-2.734,-11.055,0.103,0.048,0.131,0.101
-4.927,-2.524,-11.524,-0.053,-0.036,0.131,0.101
-2.401,-2.392,-11.804,0.063,0.111,0.135,0.101
0.537,-2.072,-11.922,0.024,0.083,0.079,0.101
3.216,-1.52,-11.984,-0.019,0.044,0.218,0.101
5.327,-1.012,-12.124,0.086,0.041,0.17,0.101
6.807,-0.82,-12.044,-0.009,-0.11,0.061,0.101
7.838,-0.56,-11.742,0.015,-0.039,0.199,0.1
8.646,-0.157,-11.53,-0.002,0.021,0.05,0.1
9.578,-0.056,-11.692,-0.045,0.054,0.031,0.1
11.01,0.008,-11.926,0.045,0.134,0.167,0.1
12.764,0.393,-12.27,0.016,0.077,-0.021,0.1
14.484,1.364,-12.466,-0.04,0.055,0.062,0.1
16.125,2.613,-12.496,0.038,0.041,0.156,0.1
17.494,3.553,-12.647,0.001,-0.025,-0.034,0.1
18.263,4.046,-12.566,-0.011,0.039,0.043,0.1
18.469,4.407,-12.512,-0.069,0.074,0.059,0.099
18.286,4.671,-12.566,-0.09,0.148,-0.022,0.099
18.009,4.743,-12.437,-0.031,0.173,0.1,0.099
17.832,4.909,-12.266,-0.046,0.077,0.061,0.099
17.52,5.352,-12.044,0.069,0.13,0.051,0.099
16.978,5.916,-11.4,0.013,0.021,0.026,0.099
15.987,6.082,-10.725,0.028,-0.004,-0.022,0.099
14.605,5.965,-9.968,0.101,0.106,-0.022,0.098
13.009,5.981,-8.799,-0.074,-0.029,-0.095,0.098
11.411,6.188,-7.516,-0.048,0.096,-0.013,0.098
10.105,6.325,-6.18,-0.066,0.096,-0.04,0.098
9.246,6.089,-4.744,-0.151,-0,-0.062,0.098
8.725,6.005,-3.277,0.016,0.109,-0.018,0.098
8.201,6.22,-1.851,0.041,0.099,-0.027,0.097
7.48,6.207,-0.31,-0.102,-0.006,-0.074,0.097
6.282,5.403,0.946,0.101,0.118,0.011,0.097
4.654,4.388,2.131,-0.015,-0.045,-0.091,0.097
2.555,3.734,3.322,-0.06,-0.06,-0.05,0.097
0.356,3.578,4.374,0.039,0.046,-0.053,0.096
-1.491,3.402,5.464,-0.008,0.002,-0.096,0.096
-2.827,2.85,6.493,0.055,0.061,-0.036,0.096
-3.697,2.419,7.374,0.094,0.07,-0.102,0.096
-4.476,2.329,8.269,0.068,0.074,-0.005,0.095
-5.399,2.404,9.368,0.025,-0.01,-0.064,0.095
-6.19,2.586,10.435,0.001,-0.003,-0.106,0.095
-6.49,2.962,11.456,0.023,0.026,-0.017,0.095
-6.196,3.565,12.643,-0.052,-0.009,-0.131,0.095
-5.337,4.123,13.609,-0.057,0.077,-0.182,0.094
-3.958,4.406,14.632,-0.052,0.109,-0.149,0.094
-2.095,4.954,15.857,-0.068,-0.006,-0.228,0.094
0.102,6.329,17.039,-0.068,0.047,-0.204,0.094
2.528,8.088,18.379,-0.09,-0.015,-0.119,0.093
4.901,9.427,19.844,-0.099,-0.074,-0.111,0.093
7.149,10.076,21.272,-0.065,-0.037,-0.132,0.093
9.214,10.525,22.669,0.012,-0.045,-0.083,0.093
11.056,11.329,23.988,-0.01,0.001,-0.115,0.093
12.814,12.324,25.365,-0.036,0.024,-0.211,0.093
14.878,13.097,26.716,0.011,0.063,-0.052,0.092
17.273,13.622,27.636,-0.005,0.022,-0.067,0.092
19.714,13.671,28.165,0.023,0.011,-0.077,0.092
21.913,13.379,28.591,0.003,-0.019,-0.006,0.092
23.714,12.887,29.031,0.025,-0.028,-0.056,0.092
25.167,12.427,29.24,0.055,-0.031,-0.083,0.092
26.093,12.07,29.255,-0.015,-0.047,0.002,0.092
26.361,11.52,29.099,0.023,-0.035,-0,0.093
25.941,10.633,29.147,-0.039,-0.042,-0.025,0.093
25.007,10.03,29.082,-0.006,-0.084,-0.014,0.093
23.947,10.355,28.57,0.106,0.017,0.001,0.093
23.046,11.47,28.008,-0.039,-0.062,-0.111,0.093
22.452,12.583,27.589,0.016,-0.016,-0.025,0.093
22.147,13.115,26.929,0.048,0.01,0.018,0.093
21.745,13.745,25.821,-0.059,-0.072,-0.026,0.094
20.929,14.96,24.44,0.015,-0.028,0.043,0.094
19.513,16.308,23.208,0.009,0.022,0.068,0.094
17.593,17.003,22.202,-0.089,-0.049,-0.036,0.094
15.501,16.954,20.827,0.038,0.018,0.023,0.095
13.337,16.552,19.11,0.037,0.033,0.051,0.095
11.17,16.396,17.627,-0.022,-0.042,0.021,0.095
9.113,16.33,16.275,0.034,-0.022,0.074,0.095
7.246,16.114,14.692,0.072,-0.017,0.113,0.095
5.422,15.663,12.982,0.051,-0.132,-0.002,0.095
3.615,14.951,11.313,0.066,-0.108,-0.009,0.096
1.745,13.992,9.931,0.045,-0.054,0.023,0.096
-0.296,12.706,8.605,-0.002,-0.07,-0.026,0.096
-2.156,11.273,7.065,-0.018,-0.045,0.019,0.096
-3.608,9.671,5.591,-0.027,-0.063,0.059,0.096
-4.762,8.014,4.486,0.006,-0.017,0.122,0.096
-5.637,6.418,3.622,-0.065,-0.096,0.038,0.096
-6.603,5.056,2.417,0.092,-0.013,0.121,0.097
-7.714,3.923,1.345,0.124,0.005,0.105,0.097
-8.904,2.686,0.47,0.039,-0.064,0.04,0.097
-10.117,1.277,-0.379,0.067,0.006,0.097,0.097
-11.097,0.002,-1.369,0.087,0.011,0.143,0.097
-11.705,-0.572,-2.703,-0.04,-0.159,-0.034,0.097
-11.902,-0.484,-4.078,0.144,0.015,0.119,0.097
-11.677,-0.409,-5.085,0.043,-0.01,0.055,0.097
-11.017,-0.611,-6.155,-0.053,-0.1,-0.082,0.098
-9.921,-1.038,-7.452,0.103,0.038,0.071,0.097
-8.678,-1.361,-8.442,-0.001,-0.086,0.03,0.098
-7.419,-1.4,-9.131,0.001,-0.046,0.071,0.098
-6.053,-1.435,-9.791,-0.001,-0.054,0.08,0.098
-4.441,-1.726,-10.288,0.083,0.003,0.172,0.098
-2.578,-2.012,-10.677,0.034,-0.05,0.031,0.098
-0.429,-1.958,-10.887,0.07,0.003,0.055,0.098
1.797,-1.408,-10.951,0.097,0.076,0.14,0.098
3.886,-0.6,-11.041,0.03,0.033,0.063,0.098
5.865,0.057,-11.138,0.055,-0.01,0.048,0.098
7.7,0.69,-11.132,0.12,0.027,0.133,0.098
